"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"UBB",12.698308507122,-1.0554788129267,0.0216032325580528,0.0049939940199135,"Middle",TRUE,"Down","MCy"
"IL18RAP",7.9809061668984,0.823293936050195,0.0153250611493614,0.00318455469369131,"Middle",FALSE,"None","MCy"
"CD68",8.53556643835824,0.699373445711249,0.0198032529175189,0.00444930227887112,"Middle",FALSE,"None","MCy"
"STAT5A",8.52518484903427,0.527619642034376,0.0205120584557205,0.00468847050416468,"Middle",FALSE,"None","MCy"
"IL13RA1",9.46329420829553,0.670322095009336,0.0203667873699315,0.00460544859879418,"Middle",FALSE,"None","MCy"
"TNFRSF17",7.20397864885306,-0.523806818467429,0.0153250611493614,0.0032164647929414,"Middle",FALSE,"None","MCy"
"TRAF5",8.35060613142917,-0.580833538567289,0.0229825142418468,0.00541363849351044,"Middle",FALSE,"None","MCy"
"FCGR3",10.2222023538352,0.970314651227575,0.023200650678771,0.00551392087560402,"Middle",FALSE,"None","MCy"
"CD38",10.6471948552094,0.532488065560596,0.0242128417547888,0.00579826186770552,"Middle",FALSE,"None","MCy"
"FCGR2B",11.617270194458,0.83203844588828,0.0264712685268037,0.00648813211764757,"Middle",FALSE,"None","MCy"
"NFE2L2",9.92052742872364,0.365431736571606,0.0260041603539566,0.00631529608596088,"Middle",FALSE,"None","MCy"
"CD28",7.67305278816514,-0.697159587603404,0.0246732981282058,0.00596004344395622,"Middle",FALSE,"None","MCy"
"ICAM3",7.23163692100267,-0.293611125629893,0.0153250611493614,0.00322423364441111,"Middle",FALSE,"None","MCy"
"ARG2",8.78669504925337,1.03772757169952,0.027955269743256,0.00691978891665633,"Middle",TRUE,"Up","MCy"
"GNAS",10.3782534368811,0.423910888963682,0.0284158717557245,0.00708551607415469,"Middle",FALSE,"None","MCy"
"SH2D1A",7.86775677939992,-0.653725831012702,0.029507095513792,0.00739593433008032,"Middle",FALSE,"None","MCy"
"IL17RA",9.77350257508531,0.568197328429214,0.0315079697579887,0.00793837160136339,"Middle",FALSE,"None","MCy"
"CD83",7.17415229579177,-0.387072296027075,0.0183861958197456,0.00406415975862629,"Middle",FALSE,"None","MCy"
"CD27",7.45872292108148,-0.608591967741631,0.0242128417547888,0.00581737107095576,"Middle",FALSE,"None","MCy"
"IL15",7.84255517618344,0.589368710806871,0.0318656527380517,0.00806987309600011,"Middle",FALSE,"None","MCy"
"TGFB1",10.1337253370548,0.363025345777821,0.0357849277010913,0.00915536461962985,"Middle",FALSE,"None","MCy"
"MAPK1",9.95732602978913,-0.317407722744004,0.0364500063289643,0.00942019644086219,"Middle",FALSE,"None","MCy"
"TNFSF13",8.44969513792895,0.765783173520093,0.0399665468772716,0.0106404442984944,"Middle",FALSE,"None","MCy"
"FOS",10.1669803046538,-1.29537837518845,0.0407396105156351,0.0110578942828152,"Middle",TRUE,"Down","MCy"
"CD24",8.33516895361316,-1.00678502577365,0.0405964495014832,0.0109321151442317,"Middle",TRUE,"Down","MCy"
"POLR2A",10.0252622064267,0.418293740975081,0.0407746918162848,0.0111203704953504,"Middle",FALSE,"None","MCy"
"AKT3",10.1009055443081,-0.530560527481644,0.0411813538613625,0.0113356900236293,"Middle",FALSE,"None","MCy"
"CCRL1",7.10351675886711,-0.124929399151945,0.0153250611493614,0.00316404697498626,"Middle",FALSE,"None","MCy"
"ETS1",10.7628764138914,-0.745791297876886,0.0432690754704843,0.0121226536267725,"Middle",FALSE,"None","MCy"
"ITGA2B",9.60394870886041,0.819992905560676,0.0422365580592513,0.0116836193072994,"Middle",FALSE,"None","MCy"
"RNASEL",7.89889904727684,0.650670143512563,0.0411813538613625,0.0113382428813102,"Middle",FALSE,"None","MCy"
"CASP10",8.79880877225997,0.636076774331517,0.0432690754704843,0.0122502057825527,"Middle",FALSE,"None","MCy"
"IL7R",10.8192660836762,-0.747642492220075,0.0449437564607879,0.012899441789395,"Middle",FALSE,"None","MCy"
"CD8B",8.0000289237098,-0.556147949420803,0.0405964495014832,0.0109663136315695,"Middle",FALSE,"None","MCy"
"TCF7",7.08352091921153,-0.126543501483805,0.014578120008509,0.00295348924847715,"Middle",FALSE,"None","MCy"
"HLA-DQA1",9.90901944356294,-0.865546573764517,0.0460996198293155,0.0132910592235169,"Middle",FALSE,"None","MCy"
"KIR3DS1",7.08400395591719,-0.119971457477903,0.0153250611493614,0.0031562667008756,"Middle",FALSE,"None","MCy"
"RORC",7.084766059802,-0.125937513216441,0.0153250611493614,0.00319326836908734,"Middle",FALSE,"None","MCy"
"IFNGR1",10.83190621812,0.586658917236614,0.0476850764157706,0.0138100935593725,"Middle",FALSE,"None","MCy"
"CD5",7.21232500856528,-0.480405285472362,0.0339357600474316,0.00863819346661895,"Middle",FALSE,"None","MCy"
"IL5RA",7.16507494867726,-0.225552722563612,0.0203667873699315,0.00462881531134807,"Middle",FALSE,"None","MCy"
"HAVCR2",7.30627595030329,-0.336167608887272,0.027955269743256,0.00693435911813234,"Middle",FALSE,"None","MCy"
"PPIA",12.771862397593,-0.40653836321235,0.0588715829119001,0.0180437578794915,"Middle",FALSE,"None","MCy"
"KIR2DL4",7.08446134715282,-0.118331507340792,0.0179218898839116,0.00391023052012617,"Middle",FALSE,"None","MCy"
"TNFAIP3",8.28812156718513,0.670671676685226,0.056369921437298,0.0169830764922522,"Middle",FALSE,"None","MCy"
"ARG1",7.13499436364101,-0.186731933129925,0.0206738395211291,0.00475229817563617,"Middle",FALSE,"None","MCy"
"TCF4",7.89397149662157,-0.637468048573984,0.0586110227151468,0.0177355432371808,"Middle",FALSE,"None","MCy"
"KLRB1",8.6348983297137,-0.658041595098025,0.0588715829119001,0.0180122639506265,"Middle",FALSE,"None","MCy"
"PSMC2",9.49954844948731,0.322380681342091,0.060234882416772,0.0185398274451623,"Middle",FALSE,"None","MCy"
"CD96",7.35722370202655,-0.721776918466386,0.052392589485165,0.0155666796452701,"Middle",FALSE,"None","MCy"
"CD4",7.12107527490925,-0.155173679076172,0.0223007352389219,0.00518419689320392,"Middle",FALSE,"None","MCy"
"HLA-DOB",8.55241188398147,-0.52809174679409,0.0699531779197935,0.0218035879230525,"Middle",FALSE,"None","MCy"
"FEZ1",7.09860344245581,-0.108618375363848,0.0229825142418468,0.00543223063898197,"Middle",FALSE,"None","MCy"
"DEFB103A",7.10354680822314,-0.119874094630299,0.0264712685268037,0.00649749318385183,"Middle",FALSE,"None","MCy"
"C6",7.07874117422433,-0.112260185608763,0.0229825142418468,0.00537460219680838,"Middle",FALSE,"None","MCy"
"S1PR1",8.82104164924549,-0.515466247626209,0.0770683720995313,0.0249227274700017,"Middle",FALSE,"None","MCy"
"PSMD7",9.09896140589246,0.295813475816473,0.0770683720995313,0.0250221987336141,"Middle",FALSE,"None","MCy"
"ITGA4",10.8842970301514,-0.466544744091605,0.0797328263995554,0.0263014777993339,"Middle",FALSE,"None","MCy"
"THY1",7.14097315749568,-0.239451642044069,0.0399665468772716,0.0106032889912926,"Middle",FALSE,"None","MCy"
"LCP2",10.6187758974693,0.437112364426021,0.0789704427716097,0.025947431196386,"Middle",FALSE,"None","MCy"
"BTK",7.9898606457225,0.428556411370701,0.0788552766882762,0.0258071814616177,"Middle",FALSE,"None","MCy"
"KLRC2",7.48149786982776,-0.62023482947427,0.0782996096703347,0.0255236389964338,"Middle",FALSE,"None","MCy"
"PRDM1",8.82585684892392,0.449148668979355,0.0836971076154814,0.0279352683859464,"Middle",FALSE,"None","MCy"
"TNFRSF13C",7.31196238669607,-0.542252511678624,0.0703783882269133,0.022027521509982,"Middle",FALSE,"None","MCy"
"ITGAX",7.83911409131386,0.526818186068273,0.0805485063198963,0.0266751546903553,"Middle",FALSE,"None","MCy"
"ABCB1",7.2914734010919,-0.525989394729529,0.0619613141842585,0.0191516789296799,"Middle",FALSE,"None","MCy"
"IKBKE",7.15581451735949,-0.299344041447446,0.0484992634319966,0.0141088766347627,"Middle",FALSE,"None","MCy"
"EWSR1",10.1127388465694,0.251814247802399,0.0866929301159941,0.0290477609999045,"Middle",FALSE,"None","MCy"
"IL1R1",7.712349174028,-0.549310861838372,0.0705443269567681,0.0221710741864128,"Middle",FALSE,"None","MCy"
"GRB2",9.77756542495995,0.295585398551486,0.0916331491874811,0.0309410633620066,"Middle",FALSE,"None","MCy"
"LEF1",8.6858183520985,-0.675282657215011,0.0921440831499408,0.0314725894395252,"Middle",FALSE,"None","MCy"
"ENTPD1",7.41847996293387,-0.471028578766021,0.0725642646198815,0.0229001510423782,"Middle",FALSE,"None","MCy"
"IL1R2",9.00441993312297,-1.12669917898353,0.0943367111789713,0.0323440152613616,"Middle",FALSE,"None","MCy"
"SIGIRR",7.57981733599468,-0.496320757270421,0.091920636156562,0.0312768917831419,"Middle",FALSE,"None","MCy"
"GZMM",7.11639987791243,-0.156807603046776,0.0379315891538017,0.00985236081916927,"Middle",FALSE,"None","MCy"
"CD40",7.38504064052736,-0.571685424414492,0.0836971076154814,0.0279126301972222,"Middle",FALSE,"None","MCy"
"CCL22",7.11695055814038,-0.147626810176678,0.0363167275389933,0.00933858708145543,"Middle",FALSE,"None","MCy"
"CX3CR1",9.11989197619948,0.940856681684833,0.098898307358533,0.0344217485351777,"Middle",FALSE,"None","MCy"
"CD244",7.31311222746641,-0.442909553134554,0.0768168829896608,0.0247410220538128,"Middle",FALSE,"None","MCy"
"TLR5",8.6533593402951,0.600226798459842,0.106412521748565,0.0375898778124801,"Middle",FALSE,"None","MCy"
"TAGAP",10.2167207438072,0.457803224941946,0.107619280800281,0.0381559268291904,"Middle",FALSE,"None","MCy"
"ALOX5",8.07307125179179,-0.581776517340134,0.0876170884863818,0.0294712024908739,"Middle",FALSE,"None","MCy"
"CLEC4E",8.94597884332813,-0.705477355340495,0.109189870524234,0.0391381873567385,"Middle",FALSE,"None","MCy"
"BCL6",8.95919006142721,0.616441297065711,0.111098664484415,0.0399666624184195,"Middle",FALSE,"None","MCy"
"AGER",7.10806387859505,-0.133483600316112,0.0386932251268037,0.0101506902280706,"Middle",FALSE,"None","MCy"
"CLU",9.05516575426776,0.63582848658433,0.114817531418641,0.0416027159296115,"Middle",FALSE,"None","MCy"
"IL23R",7.09751691125358,-0.122287074580679,0.0405458172374926,0.0108473225336668,"Middle",FALSE,"None","MCy"
"PLAU",7.10598380793271,-0.121094188383241,0.0432398433029882,0.0120173070997915,"Middle",FALSE,"None","MCy"
"POU2F2",7.28737532271846,-0.440074240011755,0.0765991339456079,0.0244719311047007,"Middle",FALSE,"None","MCy"
"CD99",9.93094355443013,0.570171827347504,0.118180538485594,0.0434351849239261,"Middle",FALSE,"None","MCy"
"LILRB1",9.00021796911641,0.747487354471,0.118894220294777,0.043851894238593,"Middle",FALSE,"None","MCy"
"CD22",7.58249326516119,-0.548858145003065,0.111846654449193,0.0403809999180204,"Middle",FALSE,"None","MCy"
"CCR4",7.64100086291061,-0.52167366860757,0.11923624220694,0.0441328948428286,"Middle",FALSE,"None","MCy"
"C8B",7.11767345060935,-0.197335080344524,0.0490718982384623,0.0143391910437065,"Middle",FALSE,"None","MCy"
"CD276",7.11100553354933,-0.115217221911773,0.0432690754704843,0.0122174182568129,"Middle",FALSE,"None","MCy"
"TNFSF18",7.08345165002592,-0.092977923229328,0.0394378224999488,0.0103972441136229,"Middle",FALSE,"None","MCy"
"CD1B",7.08257759807048,-0.116873629541153,0.0384142725190716,0.010027621787446,"Middle",FALSE,"None","MCy"
"TLR6",10.0480555941596,0.690836520904316,0.127397239277062,0.0478483125420678,"Middle",FALSE,"None","MCy"
"CSF1",7.56026297203626,0.446459573992107,0.0948238294568128,0.0326341750727992,"Middle",FALSE,"None","MCy"
"MASP2",7.11057320189958,-0.131297135407829,0.0443072717037823,0.012659220486795,"Middle",FALSE,"None","MCy"
"LILRB2",8.49096763413453,0.572497448077023,0.133436407828995,0.0521615048786073,"Middle",FALSE,"None","MCy"
"SRC",7.71171383188627,0.466430311959673,0.132833685970221,0.0513089725169331,"Middle",FALSE,"None","MCy"
"LILRB5",7.10536204619837,-0.137897041729508,0.0432822537159245,0.0123101474854383,"Middle",FALSE,"None","MCy"
"C10orf54",10.1520908129887,0.479359397312495,0.133436407828995,0.0520071376033757,"Middle",FALSE,"None","MCy"
"CMKLR1",7.96398811720669,0.431752246035975,0.137208625577649,0.0543203198624532,"Middle",FALSE,"None","MCy"
"IL11RA",7.24474495779787,-0.366003982883646,0.091920636156562,0.0312418321147174,"Middle",FALSE,"None","MCy"
"LILRA2",10.1224700601291,0.964576889062629,0.137414464305703,0.0547370172223709,"Middle",FALSE,"None","MCy"
"NOTCH2",9.69151693421202,0.328707883240387,0.137414464305703,0.0549368317252049,"Middle",FALSE,"None","MCy"
"PSMB5",8.71160926673647,0.261883548178307,0.142061851788657,0.0571937325382904,"Middle",FALSE,"None","MCy"
"LAIR2",7.1302068679942,-0.243902020853988,0.0623318486919983,0.0193471582303735,"Middle",FALSE,"None","MCy"
"IL1B",8.74539726391995,0.545785268411825,0.142336981989143,0.0574893524657447,"Middle",FALSE,"None","MCy"
"CXCL1",7.07968619216317,-0.0898560054944317,0.0432690754704843,0.0122377652873041,"Middle",FALSE,"None","MCy"
"FADD",7.53277847635781,-0.351803723217048,0.117011951196909,0.0428537275812057,"Middle",FALSE,"None","MCy"
"IL23A",7.09448315977277,-0.122626674051569,0.052392589485165,0.0154622703210477,"Middle",FALSE,"None","MCy"
"NFATC3",9.51015784566004,-0.363609662169962,0.155578743701932,0.0640499503292369,"Middle",FALSE,"None","MCy"
"HLA-DPB1",9.3273935426479,-0.764908979056685,0.157822476526804,0.0655885616734768,"Middle",FALSE,"None","MCy"
"MAPKAPK5",7.40217408034641,-0.457933036759169,0.137208625577649,0.0543488711703673,"Middle",FALSE,"None","MCy"
"TNFRSF18",7.11214514200091,-0.15612045739274,0.0588715829119001,0.0180430831644745,"Middle",FALSE,"None","MCy"
"KLRG1",7.22403584375031,-0.372464879206651,0.11573854442561,0.04223705322545,"Middle",FALSE,"None","MCy"
"TLR1",10.2218036643546,0.485529095744873,0.166615490384865,0.0705411037213842,"Middle",FALSE,"None","MCy"
"FCGR2A",11.447846463928,0.675687117011002,0.175547550234868,0.0754626482178457,"Middle",FALSE,"None","MCy"
"IL26",7.08357619825464,-0.0854533366172143,0.052392589485165,0.0155816921975361,"Middle",FALSE,"None","MCy"
"SELPLG",8.79863273786149,0.38115068993933,0.170260369951,0.0725264952518545,"Middle",FALSE,"None","MCy"
"VTN",7.081058830708,-0.0990770203602045,0.052392589485165,0.0154345313388813,"Middle",FALSE,"None","MCy"
"C1QA",7.08302129266298,-0.102969732359532,0.0534156533634083,0.0159553250306284,"Middle",FALSE,"None","MCy"
"IL6R",8.92940140348483,0.424256897182609,0.174533240558435,0.0747999602393293,"Middle",FALSE,"None","MCy"
"PPBP",14.7180154769036,0.639826119005299,0.235014583757429,0.111403016975924,"Middle",FALSE,"None","MCy"
"ATG12",9.02663927895956,0.207682937275818,0.18118792086038,0.0788285110236717,"Middle",FALSE,"None","MCy"
"BCL3",7.54517150525347,-0.305643096652715,0.132833685970221,0.0515420298700936,"Middle",FALSE,"None","MCy"
"NOX1",7.50920638830008,-0.536600855960375,0.174289687014428,0.0744692299061648,"Middle",FALSE,"None","MCy"
"MEF2D",7.2198802683497,-0.324757084560025,0.130498583401939,0.0498267318443766,"Middle",FALSE,"None","MCy"
"CD34",7.07996632967752,-0.0939988402876129,0.056369921437298,0.0169841841213677,"Middle",FALSE,"None","MCy"
"SIGLEC1",7.28961712686345,0.236614317444693,0.119946048236001,0.0445513893448003,"Middle",FALSE,"None","MCy"
"CD2",7.52469501727261,-0.411993303707691,0.163364454050113,0.0685282060495927,"Middle",FALSE,"None","MCy"
"FXYD2",7.22478441492274,-0.294647868727568,0.14991144708869,0.06152210036367,"Middle",FALSE,"None","MCy"
"TLR9",7.18568644221487,-0.254640221264164,0.130377247472644,0.0494417613792363,"Middle",FALSE,"None","MCy"
"CCL3",7.78313560251996,0.531773550969366,0.162890108504164,0.0679379779614925,"Middle",FALSE,"None","MCy"
"NFATC1",7.71894515340323,-0.334622634508333,0.207855421927327,0.0923202003885009,"Middle",FALSE,"None","MCy"
"PTPN6",9.46959204966199,0.229624401656242,0.213064251760155,0.0951871462409005,"Middle",FALSE,"None","MCy"
"CXCL12",7.30441412136765,0.425278181585094,0.16609830400911,0.0698907149337034,"Middle",FALSE,"None","MCy"
"GP1BB",8.5478345256815,0.619695029416999,0.231090702192616,0.107142052834758,"Middle",FALSE,"None","MCy"
"HLA-DQB1",8.05596369178203,-0.547316649267371,0.231949328594473,0.107841376151716,"Middle",FALSE,"None","MCy"
"OAZ1",15.3630627954628,-0.462988768741871,0.314862213770528,0.160855004593673,"Middle",FALSE,"None","MCy"
"BATF",8.11580740552639,0.33356280182181,0.223507204012707,0.10188445273826,"Middle",FALSE,"None","MCy"
"TGFBI",8.22528967629637,0.52747069299261,0.232165239104966,0.10854478711401,"Middle",FALSE,"None","MCy"
"ITGB2",9.15094544937049,0.261296706381602,0.230426578857103,0.105755427401597,"Middle",FALSE,"None","MCy"
"MAPK14",9.12146112417857,0.394784832905309,0.232074165528469,0.108200812239896,"Middle",FALSE,"None","MCy"
"CCR2",8.75055623157793,0.439492283437305,0.235014583757429,0.1111051333243,"Middle",FALSE,"None","MCy"
"SMAD2",9.22925303149628,-0.196609462189247,0.232973149649586,0.109225074056494,"Middle",FALSE,"None","MCy"
"IKZF2",7.56809323268606,-0.413823185130628,0.219065022391413,0.0990060101197556,"Middle",FALSE,"None","MCy"
"CARD9",7.76617726713025,0.350909577282986,0.230426578857103,0.106235630512041,"Middle",FALSE,"None","MCy"
"TRIM39",7.47235901361601,-0.342678008860754,0.212688881638042,0.0947432290933097,"Middle",FALSE,"None","MCy"
"MAP3K7",7.16821960283053,-0.256208983012477,0.11573854442561,0.0422056438753778,"Middle",FALSE,"None","MCy"
"OXER1",7.07645790428802,-0.0863358154794227,0.0733404367929269,0.0232403462045119,"Middle",FALSE,"None","MCy"
"HLA-A",10.8796660521841,0.48355789406004,0.256217547007856,0.123783022710289,"Middle",FALSE,"None","MCy"
"CXCL9",7.08771852278641,-0.0778003924855621,0.0763195397930677,0.0242834899341579,"Middle",FALSE,"None","MCy"
"TGFB2",7.27655739582139,-0.426370316686917,0.18118792086038,0.0786519415587121,"Middle",FALSE,"None","MCy"
"STAT6",9.52681104699148,0.268053963012097,0.250868117799586,0.120547017643957,"Middle",FALSE,"None","MCy"
"IL3",7.07765737527129,-0.0820959620705715,0.0766191677131548,0.0245778369157782,"Middle",FALSE,"None","MCy"
"TRAF6",7.18716034280847,-0.189415742542459,0.105487515706437,0.0371261256577201,"Middle",FALSE,"None","MCy"
"TNFSF8",8.2937329668842,0.353179422600128,0.268441555022431,0.131431774342151,"Middle",FALSE,"None","MCy"
"NFIL3",9.3024273561179,0.459331543869785,0.2665841901537,0.129829962737192,"Middle",FALSE,"None","MCy"
"ITGA6",7.74581055787987,-0.393240799702776,0.267765439461842,0.130752993815133,"Middle",FALSE,"None","MCy"
"TRADD",8.72670328214291,0.375304049957178,0.278194651714226,0.136568283568802,"Middle",FALSE,"None","MCy"
"TRAF4",7.33874619861579,-0.361836716698014,0.207724547413473,0.0919922995688237,"Middle",FALSE,"None","MCy"
"GFI1",7.13726679650436,-0.171666157850079,0.132833685970221,0.0512585901439194,"Middle",FALSE,"None","MCy"
"THBS1",11.2912642751144,0.76296933742997,0.301914429650598,0.150510427461967,"Middle",FALSE,"None","MCy"
"CCR5",7.59135779003264,0.316061055387509,0.215312475859237,0.0964711742486192,"Middle",FALSE,"None","MCy"
"ICOS",8.3225256832778,-0.44951905918214,0.301296046514408,0.149474142556499,"Middle",FALSE,"None","MCy"
"CTNNB1",8.91907799543148,-0.254314040504909,0.303088030348515,0.151937635992892,"Middle",FALSE,"None","MCy"
"CCL21",7.55522949089072,-0.428425705065777,0.290421317795232,0.14332480618466,"Middle",FALSE,"None","MCy"
"TNFSF4",7.38414437762487,-0.414386170589037,0.252802179043908,0.12180468626661,"Middle",FALSE,"None","MCy"
"CXCR4",9.9117091659983,-0.323515914558417,0.301914429650598,0.150957214825299,"Middle",FALSE,"None","MCy"
"TOLLIP",8.94367219321246,0.290840324036878,0.301296046514408,0.149181897021821,"Middle",FALSE,"None","MCy"
"CCL8",7.45885618898456,0.497931720662139,0.221009532755785,0.100171853158141,"Middle",FALSE,"None","MCy"
"CCL24",7.3006601134711,-0.303003901402578,0.260333444861214,0.126109577835367,"Middle",FALSE,"None","MCy"
"IRGC",7.34246857371998,-0.316769028873107,0.203314529025908,0.0895112017399775,"Middle",FALSE,"None","MCy"
"JUN",8.10087668924325,0.421860464361053,0.309179491309182,0.15602753577277,"Middle",FALSE,"None","MCy"
"IDO2",7.11315494069204,0.16619994881202,0.142061851788657,0.0571290107150639,"Middle",FALSE,"None","MCy"
"SLAMF1",7.19030375503807,-0.220604103702244,0.132833685970221,0.0515808728637612,"Middle",FALSE,"None","MCy"
"SYK",10.4819494616085,0.266435062284522,0.314862213770528,0.161111314578686,"Middle",FALSE,"None","MCy"
"IFNA1/13",7.25738903528,-0.327146833861938,0.202431234116589,0.0885965271393384,"Middle",FALSE,"None","MCy"
"KLRC3",9.17196630788128,-0.40940371941574,0.314862213770528,0.160705165569143,"Middle",FALSE,"None","MCy"
"CSF2RB",7.4393070915095,0.281032382256236,0.230619236200115,0.106623958554858,"Middle",FALSE,"None","MCy"
"FCER1A",7.82505201802579,-0.583337491608472,0.328974653039415,0.173800835657053,"Middle",FALSE,"None","MCy"
"HLA-DRA",12.4625759657289,-0.397416626071069,0.340453392997214,0.216142811022876,"Middle",FALSE,"None","MCy"
"ICOSLG",7.10118667957988,-0.10652285517271,0.0963498731178899,0.0332845016225438,"Middle",FALSE,"None","MCy"
"MAP3K9",7.19269133642377,-0.217676682805292,0.179078735679929,0.0774457389369042,"Middle",FALSE,"None","MCy"
"TNFRSF8",7.0809270283557,-0.0724000104017977,0.098898307358533,0.0343789969353378,"Middle",FALSE,"None","MCy"
"G6PD",7.44452356065799,-0.307373860686511,0.301914429650598,0.150714574713083,"Middle",FALSE,"None","MCy"
"TLR8",9.69579956187118,0.382061053127323,0.328974653039415,0.180742285351537,"Middle",FALSE,"None","MCy"
"HLA-DPA1",9.29367282780629,-0.585062147580803,0.328974653039415,0.181460462265044,"Middle",FALSE,"None","MCy"
"TGFBR2",9.91882458126011,-0.23456167079538,0.328974653039415,0.183059392287559,"Middle",FALSE,"None","MCy"
"ABL1",7.48212787445016,-0.328378283967273,0.324435817881933,0.167274051557308,"Middle",FALSE,"None","MCy"
"ATF2",8.91733692338582,-0.169094935309866,0.328974653039415,0.185974161562948,"Middle",FALSE,"None","MCy"
"HFE",7.5203653446293,0.413612764796341,0.328974653039415,0.177153654852999,"Middle",FALSE,"None","MCy"
"PAX5",7.11317949634015,-0.130257946547355,0.132262253197019,0.0506719021988579,"Middle",FALSE,"None","MCy"
"MME",8.36312681154081,-0.456036256678271,0.328974653039415,0.191420021370416,"Middle",FALSE,"None","MCy"
"CCL4",7.36962168358554,-0.377969127369344,0.323028035796586,0.166128704123959,"Middle",FALSE,"None","MCy"
"SPP1",7.07577158678995,-0.078766400215109,0.102983856943076,0.035977477295698,"Middle",FALSE,"None","MCy"
"HSH2D",9.34310798201734,0.240224539122721,0.328974653039415,0.190056811637717,"Middle",FALSE,"None","MCy"
"STAT5B",9.45093429036903,0.275882309003551,0.328974653039415,0.191719887330414,"Middle",FALSE,"None","MCy"
"BLK",7.0787200114217,-0.0692066132234181,0.105487515706437,0.0370180922381722,"Middle",FALSE,"None","MCy"
"PTGER4",9.4977627499887,-0.343259611406859,0.328974653039415,0.195669903429823,"Middle",FALSE,"None","MCy"
"RHOA",10.1051375519063,0.173029176282423,0.328974653039415,0.19816153308576,"Middle",FALSE,"None","MCy"
"CYSLTR2",7.19865569529559,-0.336433364638287,0.235014583757429,0.11119553219312,"Middle",FALSE,"None","MCy"
"KLRF1",7.83642124745059,-0.382841122673417,0.337567333217466,0.212623580013599,"Middle",FALSE,"None","MCy"
"CD81",10.03431143127,0.258749014268902,0.328974653039415,0.205929588006491,"Middle",FALSE,"None","MCy"
"CD46",10.2872231190746,-0.191180057443365,0.337293532142901,0.212013077346967,"Middle",FALSE,"None","MCy"
"MAP4K2",7.31766869175647,-0.233968176451,0.26192279987722,0.12721964565465,"Middle",FALSE,"None","MCy"
"FUT5",7.07542825016714,-0.0750244538183189,0.108827994091361,0.0388671407469147,"Middle",FALSE,"None","MCy"
"IFNA4",7.07542825016714,-0.0750244538183189,0.108827994091361,0.0388671407469147,"Middle",FALSE,"None","MCy"
"XCL1",7.61909446402827,0.27942566483095,0.338338891603956,0.213548962752627,"Middle",FALSE,"None","MCy"
"CD247",8.52950548961166,-0.335987804015165,0.341543405661401,0.220894306518673,"Middle",FALSE,"None","MCy"
"MAPKAPK2",8.17842812288323,-0.215879328100238,0.341543405661401,0.22021336990476,"Middle",FALSE,"None","MCy"
"TBX21",8.36053944254139,-0.292158877384592,0.346400295429072,0.226284868312757,"Middle",FALSE,"None","MCy"
"MAP3K5",9.35999045466833,0.184819760608644,0.340453392997214,0.216923964682209,"Middle",FALSE,"None","MCy"
"IKBKAP",8.12337548992269,-0.253856800692423,0.349513517903074,0.228772484445648,"Middle",FALSE,"None","MCy"
"CLEC4A",9.34694397735466,0.462490807129141,0.343317255625753,0.222933282873865,"Middle",FALSE,"None","MCy"
"CXCR1",9.03737235065138,0.425812774073165,0.346400295429072,0.226214713915989,"Middle",FALSE,"None","MCy"
"RPS6KA5",8.40455739151534,-0.230112141762108,0.357624004956817,0.236867847438931,"Middle",FALSE,"None","MCy"
"SLAMF6",7.4648054917283,-0.321495252078492,0.328974653039415,0.199040524636898,"Middle",FALSE,"None","MCy"
"BCL2L1",9.14326961579319,-0.518310589905033,0.354840886951356,0.234102818923751,"Middle",FALSE,"None","MCy"
"ITGB1",10.4915768395055,-0.170946432366732,0.358659904254015,0.238265996992674,"Middle",FALSE,"None","MCy"
"NUP107",7.83480104705975,-0.265255733144548,0.358659904254015,0.238485546724748,"Middle",FALSE,"None","MCy"
"TNFSF12",7.11820079302866,-0.095992041411253,0.127397239277062,0.0479807784290233,"Middle",FALSE,"None","MCy"
"GZMB",12.343934126039,0.442083366945806,0.412114603584411,0.290085863821754,"Middle",FALSE,"None","MCy"
"LTBR",7.42247469835694,0.230733936972859,0.317654933584203,0.162952855539948,"Middle",FALSE,"None","MCy"
"GNLY",10.7384598522953,0.407273119482268,0.379139050754891,0.25702673310916,"Middle",FALSE,"None","MCy"
"CD82",8.40048386978438,0.314602880657154,0.372981836073103,0.250430661363369,"Middle",FALSE,"None","MCy"
"CD209",7.13441626611152,-0.181193825760938,0.125291114438775,0.0468621311147627,"Middle",FALSE,"None","MCy"
"IL8",9.99607989060105,-0.595873243877495,0.376824742264738,0.253500281159915,"Middle",FALSE,"None","MCy"
"RUNX1",8.42484177238351,0.178762885036885,0.380558404577947,0.25848317609645,"Middle",FALSE,"None","MCy"
"ATG5",8.1593902816573,-0.208237807676634,0.378742242689644,0.256112090732777,"Middle",FALSE,"None","MCy"
"CD3EAP",7.0785867629117,-0.0669265865255699,0.123204296363142,0.0459216013717165,"Middle",FALSE,"None","MCy"
"CD6",8.70657749253892,-0.216028529563669,0.391438879012258,0.268415231322691,"Middle",FALSE,"None","MCy"
"CD97",9.26575319651473,0.268643577421841,0.392035058377038,0.26933317646942,"Middle",FALSE,"None","MCy"
"MAP3K1",9.7362991802625,-0.157562355065986,0.391438879012258,0.268197149498723,"Middle",FALSE,"None","MCy"
"EOMES",7.58242742221807,-0.296023152610532,0.378648576594239,0.255218975652481,"Middle",FALSE,"None","MCy"
