"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"CD24",8.01631022905886,0.257566762204639,0.45991323762247,0.37808451872081,"Middle",FALSE,"None","AGM"
"ATF2",8.78147931322537,-0.0936137790753335,0.457709434149752,0.375678392704731,"Middle",FALSE,"None","AGM"
"CD96",9.02986630210603,-0.211481373481247,0.445388912979265,0.363830683459685,"Middle",FALSE,"None","AGM"
"CD160",6.7855453712193,-0.176854615277462,0.145110337173546,0.102707965921536,"Middle",FALSE,"None","AGM"
"BCL10",8.38796176349052,-0.249727773723498,0.4755988553705,0.39221464046788,"Middle",FALSE,"None","AGM"
"IL7",8.14701878703529,-0.200421091477111,0.486891303467826,0.405953528345901,"Middle",FALSE,"None","AGM"
"MAP2K6",7.38749347068199,-0.141243304256908,0.508936083881617,0.427638501651177,"Middle",FALSE,"None","AGM"
"PTPN22",8.69782435081341,-0.16467130234134,0.480847952507587,0.397792397074458,"Middle",FALSE,"None","AGM"
"CIITA",7.87225340938906,0.144689430055375,0.525190564591618,0.445388881400424,"Middle",FALSE,"None","AGM"
"ICAM1",7.77490367007259,0.189153906137536,0.519129379986304,0.438900293988421,"Middle",FALSE,"None","AGM"
"CD3G",10.3341324495236,0.183829408568634,0.466264246534076,0.383911080912473,"Middle",FALSE,"None","AGM"
"IL7R",10.8266591316668,-0.185703574469558,0.482416037676246,0.40034265983782,"Middle",FALSE,"None","AGM"
"KLRB1",7.67143255646646,-0.265018293951793,0.543317450819827,0.462878243815333,"Middle",FALSE,"None","AGM"
"HPRT1",8.3251403331761,0.148596788056384,0.528700685494905,0.449738894804107,"Middle",FALSE,"None","AGM"
"LILRA2",8.41438662217712,0.334881556263079,0.51222942512143,0.431561929323456,"Middle",FALSE,"None","AGM"
"IL6ST",8.52841051333998,-0.121431066244305,0.51222942512143,0.43192848097483,"Middle",FALSE,"None","AGM"
"TYROBP",11.1638147718622,0.158448151051493,0.499182991270307,0.418610089265784,"Middle",FALSE,"None","AGM"
"CD47",10.6917693342012,0.0982970039978923,0.499182991270307,0.418795080987816,"Middle",FALSE,"None","AGM"
"IRF8",7.64860991367003,-0.12778769220066,0.586921452430912,0.506886708917606,"Middle",FALSE,"None","AGM"
"ERCC3",7.57877903995063,0.133425903068232,0.572599518883053,0.491543223352855,"Middle",FALSE,"None","AGM"
"CD99",10.5869942202041,-0.128598011796411,0.51222942512143,0.432401462764843,"Middle",FALSE,"None","AGM"
"DOCK9",7.18102493008434,-0.158106287800364,0.336931535002765,0.261231332982663,"Middle",FALSE,"None","AGM"
"ITLN2",6.8262555653866,0.172596569492495,0.343457891618658,0.266737427516828,"Middle",FALSE,"None","AGM"
"HDAC4",7.02133336889482,0.174953422003384,0.392542225754085,0.31454357570165,"Middle",FALSE,"None","AGM"
"REPS1",8.18496776691687,-0.0996462157090701,0.610718235559082,0.534576741255612,"Middle",FALSE,"None","AGM"
"GNB1",11.1151666090386,0.0724870399521471,0.567024948457547,0.485284988355225,"Middle",FALSE,"None","AGM"
"ABCF1",8.20893242743939,0.0872135502116578,0.610917033012639,0.536337551060446,"Middle",FALSE,"None","AGM"
"LTF",7.46014037580754,0.290413222686566,0.492076603416633,0.410915916879084,"Middle",FALSE,"None","AGM"
"TOLLIP",8.2540927982181,0.108657263388078,0.604651063541911,0.524554429150645,"Middle",FALSE,"None","AGM"
"TBP",7.13855428179568,-0.139789457988322,0.477944997753635,0.394770153988717,"Middle",FALSE,"None","AGM"
"MAP2K1",7.57421244664845,-0.0978830391713572,0.656935258093269,0.582710105555458,"Middle",FALSE,"None","AGM"
"POLR2A",9.15498089870174,-0.106598343659854,0.578136638887605,0.49704734408259,"Middle",FALSE,"None","AGM"
"EIF2A",9.08689670446346,0.0747607853514669,0.586921452430912,0.506678839381946,"Middle",FALSE,"None","AGM"
"NUP107",7.34015217364653,-0.141700515389534,0.563392394312592,0.480712731251134,"Middle",FALSE,"None","AGM"
"TUBB",9.51835139210323,0.11555731869082,0.586319124227224,0.504843609561882,"Middle",FALSE,"None","AGM"
"CD8B",7.90098187870442,-0.14956185884679,0.665541815334206,0.593801593681298,"Middle",FALSE,"None","AGM"
"DPP4",7.65592252980694,-0.127248343803809,0.658165367266793,0.584655988585048,"Middle",FALSE,"None","AGM"
"BTLA",7.43027990170443,-0.140640383020901,0.665885583330098,0.594973092637802,"Middle",FALSE,"None","AGM"
"CD7",8.82714634732695,-0.133854434769932,0.606791280569593,0.527199177533841,"Middle",FALSE,"None","AGM"
"CEACAM1",6.97644984795581,0.133471994744383,0.496581861884938,0.415323011758311,"Middle",FALSE,"None","AGM"
"TRAF5",7.80775998555924,0.101512246710377,0.701477787339812,0.634974049059544,"Middle",FALSE,"None","AGM"
"ICAM2",9.00262368310731,-0.0849312803631648,0.610718235559082,0.53406248789959,"Middle",FALSE,"None","AGM"
"CD58",10.1886245959172,0.0731149721505044,0.610767594004493,0.535413150588354,"Middle",FALSE,"None","AGM"
"HLA-DQB1",7.56162742910901,0.135205076343078,0.722544116218304,0.66114691615292,"Middle",FALSE,"None","AGM"
"MIF",8.89584954211743,-0.0895085753650573,0.664571756206079,0.591209938962551,"Middle",FALSE,"None","AGM"
"SLAMF6",7.41538105809625,0.117419666341261,0.644502329194785,0.56917088812007,"Middle",FALSE,"None","AGM"
"PSMB7",9.68731605468796,0.0872892549074944,0.631650786335808,0.556180822254127,"Middle",FALSE,"None","AGM"
"ITGA4",11.0378041436574,-0.0771137539797255,0.652206984678205,0.576822021514101,"Middle",FALSE,"None","AGM"
"SLAMF1",7.6384697768035,0.0811271531852134,0.749090382429214,0.695583926541413,"Middle",FALSE,"None","AGM"
"C1QBP",8.49920542226022,-0.0867665811277227,0.731968108772287,0.675610373818373,"Middle",FALSE,"None","AGM"
"IRF4",8.07319050046979,0.0589208710070563,0.760088080943174,0.707770329917216,"Middle",FALSE,"None","AGM"
"NCF4",7.40858548241462,0.0965471708319132,0.731968108772287,0.675601868010702,"Middle",FALSE,"None","AGM"
"ITGB2",8.43777889559018,0.0739727003615691,0.698453568455767,0.631329459279498,"Middle",FALSE,"None","AGM"
"RPS6KA5",8.40374796993382,-0.0584245052009216,0.722544116218304,0.661079638765777,"Middle",FALSE,"None","AGM"
"BCL2L11",7.94490701358433,0.070922476194256,0.772705267169297,0.721526087136006,"Middle",FALSE,"None","AGM"
"PSMD7",8.86182287175387,0.0586039776380769,0.682769863723742,0.613606163242636,"Middle",FALSE,"None","AGM"
"PTGS2",7.62648235519209,-0.117915499451858,0.731968108772287,0.673835035265359,"Middle",FALSE,"None","AGM"
"ANP32B",9.34049506029998,-0.0729726440631548,0.665541815334206,0.593125190491044,"Middle",FALSE,"None","AGM"
"CD8A",8.26713741755842,-0.0937661781267156,0.732036667147869,0.676896242869198,"Middle",FALSE,"None","AGM"
"IL6R",7.89419099198547,-0.0931124213352685,0.747637630157295,0.69229302636643,"Middle",FALSE,"None","AGM"
"IL12RB2",7.42180637554461,-0.105217294371949,0.684492771425647,0.616043494283083,"Middle",FALSE,"None","AGM"
"CASP8",9.57335525286762,0.0683137989632829,0.66993706655037,0.600333215480201,"Middle",FALSE,"None","AGM"
"ARHGDIB",11.9128977174736,0.0490105827250567,0.727684331546228,0.668146522601536,"Middle",FALSE,"None","AGM"
"CTNNB1",8.73962491567217,-0.0807842672294754,0.722544116218304,0.65990184908794,"Middle",FALSE,"None","AGM"
"RAF1",7.71806245143837,0.0451277823972474,0.845475357192476,0.807044659138273,"Middle",FALSE,"None","AGM"
"HLA-DOB",7.39022238287365,0.0775986682111043,0.794916647914178,0.750525198744944,"Middle",FALSE,"None","AGM"
"ETS1",11.0695913677084,-0.0603890228678257,0.719336900171886,0.654876840286353,"Middle",FALSE,"None","AGM"
"SLC2A1",8.07637203019207,-0.054245744412202,0.881830618199987,0.854344988541806,"Middle",FALSE,"None","AGM"
"FOS",10.4765706277609,-0.157151280511446,0.725925816982298,0.665589125700652,"Middle",FALSE,"None","AGM"
"HMGB2",9.08768320955091,0.0742634437864265,0.750342917946719,0.697721466558248,"Middle",FALSE,"None","AGM"
"NFATC2",7.42194786895299,-0.0413519818998047,0.8553596737159,0.81981225870433,"Middle",FALSE,"None","AGM"
"FLT3LG",7.91685408238392,-0.0309163884917947,0.897971938101341,0.873371980435978,"Middle",FALSE,"None","AGM"
"HLA-DPB1",9.71366859456197,-0.0962805313832487,0.712939245173734,0.647200691397974,"Middle",FALSE,"None","AGM"
"CD59",9.77968284978256,-0.0585480548888668,0.71446338837381,0.649512171248918,"Middle",FALSE,"None","AGM"
"CCR4",7.35694119347524,0.0447560482985763,0.895003827123483,0.868269946573041,"Middle",FALSE,"None","AGM"
"CASP2",8.06542543701678,-0.0256929704794615,0.862435740776268,0.831074441111676,"Middle",FALSE,"None","AGM"
"CD3E",11.0105706204796,0.0721453950090858,0.731968108772287,0.675882240697528,"Middle",FALSE,"None","AGM"
"KLRC1",8.11819604479115,-0.0201827645386814,0.959952238049924,0.952360528370536,"Middle",FALSE,"None","AGM"
"IRAK4",8.1241062703693,-0.0275240825493093,0.880955725228486,0.852353266617171,"Middle",FALSE,"None","AGM"
"LTB",7.48921551093541,0.0260902690248814,0.920515453689731,0.8997102494393,"Middle",FALSE,"None","AGM"
"IL1R1",7.55109320406616,0.0588721910287564,0.861345594767609,0.827786675490949,"Middle",FALSE,"None","AGM"
"CLU",11.7324195251691,-0.0672509911055972,0.783919798903821,0.738106304162689,"Middle",FALSE,"None","AGM"
"PTPN6",8.19817162588515,-0.0336381340828495,0.878646390323348,0.848977810909832,"Middle",FALSE,"None","AGM"
"TIGIT",8.05357363150359,-0.100913853626243,0.782246394202534,0.735352645637333,"Middle",FALSE,"None","AGM"
"SMAD2",8.82382062786811,-0.0340574416320543,0.782246394202534,0.735514791431993,"Middle",FALSE,"None","AGM"
"PPIA",13.0978017276785,-0.0209465308230037,0.920515453689731,0.900192385231646,"Middle",FALSE,"None","AGM"
"IL21",8.36475316746216,-0.0423978673817018,0.905005850947321,0.88149920546817,"Middle",FALSE,"None","AGM"
"CD14",7.31386099180792,-0.0888221836447478,0.862435740776268,0.830916856825425,"Middle",FALSE,"None","AGM"
"SDHA",8.38829192399308,-0.0109873276214643,0.944251449726869,0.930762143302199,"Middle",FALSE,"None","AGM"
"XCL1",7.15291891711462,-0.0677546598000296,0.803052993428681,0.762378880774501,"Middle",FALSE,"None","AGM"
"FYN",10.1278605140654,-0.0500390997460869,0.776343796072384,0.726147892575673,"Middle",FALSE,"None","AGM"
"TMEM173",7.27259089940493,0.142777330869936,0.613686953970901,0.539566321867922,"Middle",FALSE,"None","AGM"
"BCAP31",9.00395965445847,0.0385696610331152,0.8063139759072,0.766521857615676,"Middle",FALSE,"None","AGM"
"KLRG1",8.26195337415193,0.0439728001557533,0.906526324066258,0.884157492693194,"Middle",FALSE,"None","AGM"
"IRAK1",7.16330199131786,-0.0772953420607294,0.697345323608112,0.629422077802127,"Middle",FALSE,"None","AGM"
"MAPK1",9.66473228182285,-0.0386329424105156,0.792764046952172,0.747463244269191,"Middle",FALSE,"None","AGM"
"PSMC2",9.48703711560541,-0.0496638170465218,0.803039257754826,0.761322932676653,"Middle",FALSE,"None","AGM"
"IKZF3",8.76212173600663,-0.0326159362943947,0.860503796001732,0.825860136682182,"Middle",FALSE,"None","AGM"
"KLRK1",10.427557039544,-0.0660617065120679,0.810503792548503,0.771557506413056,"Middle",FALSE,"None","AGM"
"IKZF2",7.44896168036778,0.0300965819623649,0.926266543860086,0.909425333971721,"Middle",FALSE,"None","AGM"
"BCL3",7.27264455687558,-0.0578737348202116,0.802503471857132,0.758770590191609,"Middle",FALSE,"None","AGM"
"SH2D1A",8.82070435679587,-0.0220274408693655,0.943444116529292,0.928741091336628,"Middle",FALSE,"None","AGM"
"BTK",7.19003299747122,-0.0235516730060006,0.921594183075268,0.903641049638737,"Middle",FALSE,"None","AGM"
"IL8",9.03455309801293,0.0895867762091473,0.85422750090357,0.816508364500035,"Middle",FALSE,"None","AGM"
"MAP3K1",8.72286965142013,-0.00943245187584552,0.946812275769572,0.93451601244789,"Middle",FALSE,"None","AGM"
"GPI",9.52930411143384,0.0257312012031381,0.897971938101341,0.873481794334941,"Middle",FALSE,"None","AGM"
"NR3C1",8.95727058084323,-0.010498360032539,0.947729940972108,0.936652578025681,"Middle",FALSE,"None","AGM"
"PECAM1",9.27314747031771,-0.0244038367376813,0.921368990873721,0.902223661193228,"Middle",FALSE,"None","AGM"
"CD6",9.18772178636479,-0.00649764061463642,0.973451882444857,0.970923435996948,"Middle",FALSE,"None","AGM"
"EWSR1",9.79651575917886,-0.00673973841647246,0.959952238049924,0.952472090740444,"Middle",FALSE,"None","AGM"
"SIGLEC1",6.76830371821406,-0.0915219603280342,0.319716185400737,0.245807768515891,"Middle",FALSE,"None","AGM"
"ALAS1",7.46584269212775,-0.0162253448791789,0.92817076154761,0.91250034609291,"Middle",FALSE,"None","AGM"
"MEF2A",7.16904110412926,0.0542256038852846,0.81841022852297,0.780146893163455,"Middle",FALSE,"None","AGM"
"C1QA",6.85143459926679,0.162267527138674,0.525190564591618,0.445269559636602,"Middle",FALSE,"None","AGM"
"KIR3DS1",6.82148512675165,-0.115344428674244,0.247237846030881,0.183983488020383,"Middle",FALSE,"None","AGM"
"ATG7",7.07684871010997,0.0468479970097944,0.802503471857132,0.759772767511492,"Middle",FALSE,"None","AGM"
"MAPK8",7.15656438341745,-0.109320201833094,0.656935258093269,0.582555260695491,"Middle",FALSE,"None","AGM"
"CD80",6.782506777382,-0.0917054002763562,0.318095320372825,0.244148486156285,"Middle",FALSE,"None","AGM"
"CCL21",6.79115016537318,-0.114847185167657,0.373138932196898,0.293665185599117,"Middle",FALSE,"None","AGM"
"LILRB3",6.79442548068821,-0.0883362394506086,0.37421162693667,0.296249589269495,"Middle",FALSE,"None","AGM"
"RELA",6.97927042021606,-0.0622230565303559,0.68204900482179,0.612072548482931,"Middle",FALSE,"None","AGM"
"SRC",6.93280928993266,-0.0421468704570875,0.854880019594588,0.818242304469106,"Middle",FALSE,"None","AGM"
"CXCR3",7.13114927084311,-0.13323457952009,0.483151754404272,0.401580678985369,"Middle",FALSE,"None","AGM"
"LILRA4",6.78929570477906,-0.0821390275444891,0.432310138299609,0.352023969758253,"Middle",FALSE,"None","AGM"
"KIR3DL2",6.93555494857029,0.0841136059391383,0.609765888078731,0.530575513003571,"Middle",FALSE,"None","AGM"
"JUN",7.2257839845212,-0.121954220482157,0.596432790010648,0.515875633957262,"Middle",FALSE,"None","AGM"
"CSF2RB",6.90937204880642,-0.0530989114437821,0.762909717551895,0.711388541821118,"Middle",FALSE,"None","AGM"
"BLNK",6.85900747862624,-0.0817566047323925,0.484554927772001,0.403376245067341,"Middle",FALSE,"None","AGM"
"IFNG",7.11184220628888,-0.0929295351290929,0.610328216909876,0.532650080212255,"Middle",FALSE,"None","AGM"
"TIRAP",6.87217224688661,-0.0617015252862538,0.668610889031074,0.598276496808325,"Middle",FALSE,"None","AGM"
"TNFSF12",6.78905906748916,-0.0644670130222558,0.564564403378164,0.482445944704976,"Middle",FALSE,"None","AGM"
"HSPB1",6.9269589826829,-0.00688003926465885,0.969687273829187,0.964649937341762,"Middle",FALSE,"None","AGM"
"ZAP70",7.03013405049266,-0.07012312076965,0.572599518883053,0.490951901820241,"Middle",FALSE,"None","AGM"
"C4A",6.83793168835575,-0.0618472329938431,0.597181886918717,0.517299115032187,"Middle",FALSE,"None","AGM"
"TRIM39",6.78713006295638,0.0502121936129587,0.690286302874058,0.62215414830467,"Middle",FALSE,"None","AGM"
"PLA2G4A",6.90039455081961,-0.00698865694794204,0.964101600491868,0.957841200488674,"Middle",FALSE,"None","AGM"
"LTBR",6.81170809904643,0.0363372769534447,0.776343796072384,0.726940099958687,"Middle",FALSE,"None","AGM"
"LILRB2",6.93198022615852,-0.0574027629475227,0.782246394202534,0.733986691200312,"Middle",FALSE,"None","AGM"
"C3AR1",6.99573034084068,0.0521006378966726,0.722544116218304,0.661550132381694,"Middle",FALSE,"None","AGM"
"MAFF",6.89752440306589,0.00272703774345651,0.980095402658472,0.980095402658472,"Middle",FALSE,"None","AGM"
"LAG3",7.39401827652585,-0.0881259580020997,0.52696427563871,0.447577449698333,"Middle",FALSE,"None","AGM"
"CTLA4",7.57685105058822,0.0137280123331367,0.953636795522099,0.943728880763428,"Middle",FALSE,"None","AGM"
"XCR1",6.79644348847506,-0.0858070719359203,0.705865614236023,0.639862595762006,"Middle",FALSE,"None","AGM"
"TRAF6",6.81513518756856,-0.00429396556875972,0.973201734069897,0.969410039002092,"Middle",FALSE,"None","AGM"
"CCL24",6.7794234366531,-0.0988990273819788,0.610328216909876,0.532370572209339,"Middle",FALSE,"None","AGM"
"CCL8",6.75650406424587,0.0565481357222994,0.640012352881732,0.564374529359345,"Middle",FALSE,"None","AGM"
"NOD1",6.83784692101832,0.0220407508919784,0.870581254359069,0.840054379206218,"Middle",FALSE,"None","AGM"
"DAXX",6.81144666149761,0.00413898121513601,0.974045079503579,0.972780085893834,"Middle",FALSE,"None","AGM"
"ADA",6.94639741947983,-0.0322795276893117,0.748268243461554,0.693848734846168,"Middle",FALSE,"None","AGM"
"CTSC",7.9368208288484,2.22738236455793,9.1973876505317e-24,1.19446592864048e-26,"Late",TRUE,"Up","AGM"
"OASL",9.69323372472367,2.914000280841,1.69863949081679e-21,4.41205062549815e-24,"Late",TRUE,"Up","AGM"
"CXCL10",10.4523825265923,3.7237202578322,7.02482797833834e-21,2.73694596558636e-23,"Late",TRUE,"Up","AGM"
"FPR2",7.76912325250226,2.38817545947794,4.14378550838814e-19,2.15261584851332e-21,"Late",TRUE,"Up","AGM"
"MX1",10.6362638815635,3.21621727214421,5.95284805060178e-19,3.89166819155229e-21,"Late",TRUE,"Up","AGM"
"OAS2",11.0829898007348,2.65916202962027,5.95284805060178e-19,4.93570793331171e-21,"Late",TRUE,"Up","AGM"
"SERPING1",7.94832636275147,1.89379429810022,5.95284805060178e-19,6.18477719543042e-21,"Late",TRUE,"Up","AGM"
"RARRES3",9.97892472696967,1.68204871383759,5.95284805060178e-19,6.12110471052619e-21,"Late",TRUE,"Up","AGM"
"GNLY",9.74918858185216,5.61396963289102,4.08187278421037e-18,4.77102013738875e-20,"Late",TRUE,"Up","AGM"
"GZMA",10.0356296967359,4.66217035101741,4.38937542177042e-17,5.7004875607408e-19,"Late",TRUE,"Up","AGM"
"FKBP5",9.73728928001446,1.79777410168802,1.9671514323717e-16,2.81021633195958e-18,"Late",TRUE,"Up","AGM"
"HAVCR2",7.41962437358915,1.66394486469229,2.60661525743951e-16,4.06225754406157e-18,"Late",TRUE,"Up","AGM"
"GBP1",12.2833392561726,3.21669382642129,2.44960890819893e-15,4.13570335150468e-17,"Late",TRUE,"Up","AGM"
"PSMB8",11.1568151861301,1.29194945733183,3.80913302926376e-15,6.92569641684319e-17,"Late",TRUE,"Up","AGM"
"HMGB1",14.762442220102,-1.81113767685525,4.64213722742807e-15,9.04312446901571e-17,"Late",TRUE,"Down","AGM"
"SOCS1",8.34654868295754,2.03034878245654,7.08994574863251e-15,1.47323548023533e-16,"Late",TRUE,"Up","AGM"
"IFI44",11.4150173117315,3.20346620375847,1.30930758130124e-14,2.89067907560014e-16,"Late",TRUE,"Up","AGM"
"EIF2AK2",9.88434594788195,1.96826817231837,1.53921137710705e-14,3.798054047407e-16,"Late",TRUE,"Up","AGM"
"LAG3",7.39401827652585,1.72958041628453,1.53921137710705e-14,3.66293750390867e-16,"Late",TRUE,"Up","AGM"
"OAS3",9.89626457519722,2.3200436229236,2.37144189123473e-14,6.15958932788241e-16,"Late",TRUE,"Up","AGM"
"CTLA4",7.57685105058822,2.11430914045338,3.2228345622304e-14,8.7895488060829e-16,"Late",TRUE,"Up","AGM"
"TNFSF13B",10.597024089152,2.09501101537007,3.90109615123184e-14,1.11459890035196e-15,"Late",TRUE,"Up","AGM"
"HMGB2",9.08768320955091,1.81750760962223,5.97479680934273e-14,1.82270634885172e-15,"Late",TRUE,"Up","AGM"
"MX2",11.3449783557751,1.83372537930372,5.97479680934273e-14,1.86227433018475e-15,"Late",TRUE,"Up","AGM"
"IDO1",11.9520393104315,2.36505999411918,6.85946978575965e-14,2.22710057979209e-15,"Late",TRUE,"Up","AGM"
"CD38",9.18861224708026,1.73255429775512,7.40502814438582e-14,2.50039911368872e-15,"Late",TRUE,"Up","AGM"
"OAZ1",16.1342719539487,-2.1858746005882,7.99247791876671e-14,2.80255719229482e-15,"Late",TRUE,"Down","AGM"
"IFIT3",12.1336429910673,2.9214737913439,9.21450978537805e-14,3.35073083104656e-15,"Late",TRUE,"Up","AGM"
"UBB",16.9684311143463,-2.4101373835078,1.31601066785232e-13,4.95640381398928e-15,"Late",TRUE,"Down","AGM"
