"gene","avexpr","lfc","padj","pvalue","Comparison","Significant","Regulation","Species"
"F13A1",10.0819286410492,0.705719761835883,0.00789445506488896,0.00187621464529179,"Late",FALSE,"None","MCy"
"PSMB7",9.507549277176,0.434843160234145,0.0082172021952116,0.00196359117392069,"Late",FALSE,"None","MCy"
"PTGIR",7.6543158939809,-0.68412480198192,0.0089420522535619,0.00216002820670456,"Late",FALSE,"None","MCy"
"PTGFR",7.59329405677337,-0.648114663193141,0.00935089776299475,0.00227093231387015,"Late",FALSE,"None","MCy"
"KLRF1",7.83642124745059,-0.773161390740785,0.0106678028986489,0.00261846071148656,"Late",FALSE,"None","MCy"
"CMKLR1",7.96398811720669,-0.546508835837294,0.0116703174956746,0.00287968873269892,"Late",FALSE,"None","MCy"
"SOCS3",7.88493426739676,0.58956215822478,0.00936736941830517,0.00228709798784594,"Late",FALSE,"None","MCy"
"LEF1",8.6858183520985,-0.787964766025015,0.0124292144811822,0.00311049138923851,"Late",FALSE,"None","MCy"
"CXCL11",7.72940906176,0.544502716712729,0.00830045721735129,0.00199426569507791,"Late",FALSE,"None","MCy"
"THBS1",11.2912642751144,1.35068142636169,0.0128297851787602,0.00329027506640885,"Late",TRUE,"Up","MCy"
"ALOX5",8.07307125179179,0.848605269015268,0.0124926178001788,0.00316371489744787,"Late",FALSE,"None","MCy"
"DEFA1",9.39310939413119,1.77640684876142,0.0128297851787602,0.00329908761739547,"Late",TRUE,"Up","MCy"
"HLA-B",12.4458313701889,0.558799525988816,0.0142642572879263,0.00372352690243272,"Late",FALSE,"None","MCy"
"CD19",7.81963390293926,-0.770105769656282,0.0131192223124088,0.00339055225996021,"Late",FALSE,"None","MCy"
"TNFSF10",9.37551059785606,0.732110535899142,0.0136040364878341,0.003533515970866,"Late",FALSE,"None","MCy"
"CASP10",8.79880877225996,0.622985641283041,0.0142821103863641,0.00374673545200721,"Late",FALSE,"None","MCy"
"TNFRSF13C",7.31196238669607,-0.635748864694657,0.0124448676744248,0.00313546016732262,"Late",FALSE,"None","MCy"
"MKNK1",8.96432752552309,0.453321130753462,0.0152860736001181,0.00404981690184947,"Late",FALSE,"None","MCy"
"FXYD2",7.22478441492274,-0.396569009232235,0.0117962220155367,0.00292607585060715,"Late",FALSE,"None","MCy"
"FCER1A",7.82505201802579,-1.01320117835228,0.0152860736001181,0.00404938552622301,"Late",TRUE,"Down","MCy"
"PPIA",12.771862397593,0.409420661706671,0.0215435428358559,0.0058345960627184,"Late",FALSE,"None","MCy"
"HSH2D",9.34310798201735,-0.447790747412521,0.0188892881585453,0.00505349787098745,"Late",FALSE,"None","MCy"
"CD40",7.38504064052735,-0.661461844528635,0.0166940201377139,0.00444451185484592,"Late",FALSE,"None","MCy"
"ARG2",8.78669504925337,0.89864753413937,0.0209648606993425,0.00563600800618688,"Late",FALSE,"None","MCy"
"HLA-DPA1",9.29367282780629,-1.05055316596425,0.0215435428358559,0.0058475330554466,"Late",TRUE,"Down","MCy"
"STAT5A",8.52518484903426,0.427891975695946,0.0219229080197478,0.00597897491447667,"Late",FALSE,"None","MCy"
"TGFB3",7.117952016711,-0.203244426601093,0.0124292144811822,0.00311537453878981,"Late",FALSE,"None","MCy"
"CD22",7.58249326516119,-0.61716499561299,0.0227260057406269,0.00626911833172923,"Late",FALSE,"None","MCy"
"GP1BB",8.5478345256815,0.885207489645582,0.0249768990765899,0.00697353426853027,"Late",FALSE,"None","MCy"
"IL2RA",7.23060912365522,0.367537976477395,0.0125697580083676,0.0031995747657663,"Late",FALSE,"None","MCy"
"CD1A",7.52904333212704,-0.651976858126792,0.0225452157640509,0.0061779747093698,"Late",FALSE,"None","MCy"
"MAP2K6",7.8761212276694,-0.536471108494969,0.0249768990765899,0.0069740692226842,"Late",FALSE,"None","MCy"
"TNFAIP3",8.28812156718513,0.629873718071998,0.0253322666624776,0.00717199237976637,"Late",FALSE,"None","MCy"
"IL18",7.99332081232799,0.613954811184191,0.0284150897029131,0.00811859705797516,"Late",FALSE,"None","MCy"
"TIRAP",7.45676347580677,-0.47963492438017,0.0250553911509118,0.00706106477889332,"Late",FALSE,"None","MCy"
"HMGN1",10.6477205958005,0.412064573048362,0.0296678147506449,0.00859210738882314,"Late",FALSE,"None","MCy"
"HPRT1",8.3703189698855,0.468305366910654,0.0298256273190398,0.00867654612917522,"Late",FALSE,"None","MCy"
"CD59",8.00667440366672,0.639170151792788,0.0290770798204312,0.00835085941735571,"Late",FALSE,"None","MCy"
"FLT3LG",7.71930852714853,-0.537852055068566,0.0290770798204312,0.00838326197420225,"Late",FALSE,"None","MCy"
"ATM",8.9578102241654,-0.538192529979968,0.0304137573044472,0.00888713687467614,"Late",FALSE,"None","MCy"
"TLR9",7.18568644221487,-0.328104051495568,0.0227260057406269,0.00628654444513446,"Late",FALSE,"None","MCy"
"ATG16L1",7.35282477117806,-0.405176246064119,0.0268537181407039,0.00763761593871967,"Late",FALSE,"None","MCy"
"CXCR3",7.61515376745527,-0.551437751449401,0.031971527798008,0.00950841541005692,"Late",FALSE,"None","MCy"
"CXCR4",9.9117091659983,-0.493157079126613,0.0348705967687963,0.0104611790306389,"Late",FALSE,"None","MCy"
"CCL4",7.36962168358554,-0.574491248793065,0.0304145640450626,0.00896637147821975,"Late",FALSE,"None","MCy"
"MCL1",12.6113277060452,0.427994299076834,0.0388335315381676,0.0119526584085009,"Late",FALSE,"None","MCy"
"PML",8.13410180353775,0.350754490258328,0.0314752990107534,0.00931995866811918,"Late",FALSE,"None","MCy"
"IFNGR1",10.83190621812,0.50157287940457,0.0370629486726969,0.0113114194001088,"Late",FALSE,"None","MCy"
"S1PR1",8.82104164924549,-0.48513259791795,0.0384186817902995,0.0117750764967671,"Late",FALSE,"None","MCy"
"CD96",7.35722370202655,-0.671703447388827,0.036246660931402,0.0110152190362962,"Late",FALSE,"None","MCy"
"HLA-DMB",7.38576515562252,-0.53146643197693,0.0351298252736093,0.0105845707317888,"Late",FALSE,"None","MCy"
"CCL1",7.3463357923745,-0.461756435932794,0.0339506459367822,0.0101411020330648,"Late",FALSE,"None","MCy"
"KCNJ2",10.3077081073738,0.744098934130445,0.0450926223294018,0.0140548433234499,"Late",FALSE,"None","MCy"
"IL17RA",9.77350257508531,0.435008656662594,0.0454088218391033,0.0142123715106804,"Late",FALSE,"None","MCy"
"JUN",8.10087668924325,0.615917038598291,0.0461993121215569,0.0146397820229349,"Late",FALSE,"None","MCy"
"C10orf54",10.1520908129887,0.507592004903854,0.0460287062374906,0.0145259423580652,"Late",FALSE,"None","MCy"
"AICDA",7.38223385723615,-0.354530000597743,0.036246660931402,0.0109794134264802,"Late",FALSE,"None","MCy"
"CD28",7.67305278816514,-0.537406547105403,0.0483268625732566,0.0153767290005816,"Late",FALSE,"None","MCy"
"SKI",7.47382797991268,-0.539019050847655,0.0457471288479692,0.0143776690665046,"Late",FALSE,"None","MCy"
"LTB",8.38218003995218,-0.465856260576968,0.0535136114933583,0.0172355527926661,"Late",FALSE,"None","MCy"
"TWIST2",7.61195330667305,0.264232734836034,0.0249959767860757,0.00701185842310695,"Late",FALSE,"None","MCy"
"CEACAM8",7.54808997027339,-0.537310474595283,0.0536856423223209,0.0173606817379973,"Late",FALSE,"None","MCy"
"TRIM39",7.47235901361601,-0.422626438147379,0.049378347367651,0.0157754200681067,"Late",FALSE,"None","MCy"
"CCL7",7.65067158636127,-0.552643239152588,0.0519158237272436,0.0166535174813366,"Late",FALSE,"None","MCy"
"CD6",8.70657749253892,-0.386882426542407,0.0618719444719943,0.0203828261052164,"Late",FALSE,"None","MCy"
"ABL1",7.48212787445016,-0.454380876998651,0.0547549257006911,0.0177775732794452,"Late",FALSE,"None","MCy"
"IKBKAP",8.12337548992269,-0.408855304172028,0.0675914742572639,0.0225597517975543,"Late",FALSE,"None","MCy"
"KLRF2",7.1160004613942,-0.133864677147273,0.0304145640450626,0.00896212990627134,"Late",FALSE,"None","MCy"
"CDC42",12.3461768916179,0.228315961839582,0.0779524722642501,0.0269290358731046,"Late",FALSE,"None","MCy"
"CSF3R",10.3935898002365,0.608618015716083,0.0697105400888796,0.0235386239261152,"Late",FALSE,"None","MCy"
"CREB1",9.15140668423814,-0.2846618538151,0.0698159070076086,0.0236648723753063,"Late",FALSE,"None","MCy"
"CUL9",7.1405522165117,-0.211574451684284,0.0431360407764123,0.013388978890341,"Late",FALSE,"None","MCy"
"CXCR2",10.3218708162163,-0.746357434816019,0.0749324683422823,0.0255938171091172,"Late",FALSE,"None","MCy"
"NCAM1",7.37168259954574,-0.502407213682165,0.0629313062231963,0.0208408871258637,"Late",FALSE,"None","MCy"
"CD160",7.21170967758788,-0.255249499235173,0.0413854642444208,0.0127918707664573,"Late",FALSE,"None","MCy"
"ATG12",9.02663927895956,0.222893785024915,0.0763746086653579,0.026185580113837,"Late",FALSE,"None","MCy"
"NFKB1",9.07897855306227,0.377935936968647,0.0789450104056682,0.0273744386731343,"Late",FALSE,"None","MCy"
"GNLY",10.7384598522953,0.66932701023901,0.0811156670270397,0.0284022738153403,"Late",FALSE,"None","MCy"
"MEF2D",7.2198802683497,-0.358465787989134,0.0618719444719943,0.0204097063582942,"Late",FALSE,"None","MCy"
"UBB",12.698308507122,-0.668978723287722,0.0924712381123313,0.0343787902339447,"Late",FALSE,"None","MCy"
"C14orf166",10.0068640778093,0.255142432782506,0.082075981144362,0.0289930738587876,"Late",FALSE,"None","MCy"
"TNFRSF14",7.39783832553744,-0.388723689805372,0.0669205509079887,0.0222489104317469,"Late",FALSE,"None","MCy"
"GPI",9.15184409722163,0.473661746938637,0.0836612103124021,0.0298038181954143,"Late",FALSE,"None","MCy"
"CD24",8.33516895361316,-0.707741209083277,0.087013057527436,0.0316411118281585,"Late",FALSE,"None","MCy"
"TNFSF14",7.69506175542057,-0.395407522059887,0.081771027631656,0.0287791538807517,"Late",FALSE,"None","MCy"
"MAP2K1",8.28242481435406,0.408482966101005,0.0980706698381044,0.0368773063190452,"Late",FALSE,"None","MCy"
"NT5E",7.43717642895796,-0.433465489088094,0.0877385093560081,0.0322187370523164,"Late",FALSE,"None","MCy"
"CLEC6A",7.47193100229388,-0.402270810036105,0.0877385093560081,0.0322467508412341,"Late",FALSE,"None","MCy"
"IL11RA",7.24474495779787,-0.355318875063549,0.0794966504338017,0.0276689640470894,"Late",FALSE,"None","MCy"
"TBK1",8.87492304313505,0.305271878102408,0.109817369171436,0.0423581281089826,"Late",FALSE,"None","MCy"
"CD97",9.26575319651472,0.419416927307083,0.110580912199453,0.0427962491369311,"Late",FALSE,"None","MCy"
"TNFRSF17",7.20397864885306,-0.367786197052799,0.0873837663654753,0.0318894004528553,"Late",FALSE,"None","MCy"
"CXCL5",7.28880397936668,-0.344184892637471,0.0856904706638142,0.0308263121738656,"Late",FALSE,"None","MCy"
"MS4A2",7.47872153186879,-0.455381022439679,0.0980706698381044,0.0369357068221432,"Late",FALSE,"None","MCy"
"KLRG1",7.22403584375031,-0.373395090504317,0.0890843549514326,0.0328570867613076,"Late",FALSE,"None","MCy"
"TRAF1",7.71737026755468,-0.379049507937937,0.115246645280069,0.0449012903688582,"Late",FALSE,"None","MCy"
"RAF1",8.6574538502495,-0.329358096439858,0.12096186406409,0.0473528625271745,"Late",FALSE,"None","MCy"
"MAPKAPK5",7.40217408034641,-0.424117107638862,0.10603953267143,0.040763248923043,"Late",FALSE,"None","MCy"
"PRKCD",9.26403046285828,0.353213733838986,0.124393492316885,0.0493461460142301,"Late",FALSE,"None","MCy"
"ABCB1",7.2914734010919,-0.44904626296434,0.105422192548559,0.0400473193743175,"Late",FALSE,"None","MCy"
"PTK2",8.24676552660628,-0.393120050597612,0.134656573856526,0.0540375082099564,"Late",FALSE,"None","MCy"
"PRKCA",7.53392818022867,-0.361132541974622,0.12096186406409,0.0474421856459159,"Late",FALSE,"None","MCy"
"CD5",7.21232500856528,-0.36357973349106,0.105422192548559,0.0402490794976604,"Late",FALSE,"None","MCy"
"ENTPD1",7.41847996293386,-0.387856404007565,0.11090999438201,0.0430676471691182,"Late",FALSE,"None","MCy"
"IKBKE",7.15581451735949,-0.250933258389283,0.0869665167088441,0.0315112443659318,"Late",FALSE,"None","MCy"
"CRADD",7.13388112032562,-0.143563903994942,0.0686475885807646,0.0230905525226208,"Late",FALSE,"None","MCy"
"GFI1",7.13726679650436,-0.1833115503919,0.0714376321510614,0.024307350160491,"Late",FALSE,"None","MCy"
"CCR2",8.75055623157793,0.441661423511761,0.14528689620174,0.0586808113230406,"Late",FALSE,"None","MCy"
"TNFSF15",7.15605384591908,-0.186992758734334,0.0811156670270397,0.0284431559705204,"Late",FALSE,"None","MCy"
"CSF1R",8.60800174968173,-0.496556125089247,0.147260438978381,0.0600516595314437,"Late",FALSE,"None","MCy"
"AKT3",10.1009055443081,-0.326943131146596,0.147260438978381,0.0599442474582394,"Late",FALSE,"None","MCy"
"TLR2",10.8073076081673,0.501780935531688,0.146927877747707,0.0595344128016682,"Late",FALSE,"None","MCy"
"SLAMF6",7.4648054917283,-0.407440683292728,0.1292243714998,0.0515219247408294,"Late",FALSE,"None","MCy"
"CD1D",7.4177560617465,0.286298422299916,0.0861136747791078,0.0310903916734961,"Late",FALSE,"None","MCy"
"MAPK8",7.28909210640541,-0.414019672412028,0.122691078450837,0.0482797360657189,"Late",FALSE,"None","MCy"
"CD1E",7.09904002031357,-0.107743001779217,0.057828312513608,0.0189256295499081,"Late",FALSE,"None","MCy"
"CD83",7.17415229579177,-0.271645162122939,0.0924712381123313,0.0344665523873235,"Late",FALSE,"None","MCy"
"CSF3",7.41943133245672,-0.425100755215166,0.124393492316885,0.04943429694671,"Late",FALSE,"None","MCy"
"MAP4K2",7.31766869175647,-0.270882758943844,0.10603953267143,0.040667761183735,"Late",FALSE,"None","MCy"
"IL6R",8.92940140348483,-0.375070175874951,0.155573788084408,0.0644519979206834,"Late",FALSE,"None","MCy"
"IFNG",7.14015464911772,0.254603369202619,0.0552483685665896,0.018009533130148,"Late",FALSE,"None","MCy"
"CCL2",7.29218821236279,0.299192135468155,0.0779524722642501,0.0268664264210561,"Late",FALSE,"None","MCy"
"IL4",7.13596103290826,-0.133755596283742,0.0836612103124021,0.0298790036830008,"Late",FALSE,"None","MCy"
"CX3CR1",9.11989197619948,-0.678662834746,0.163768712280138,0.068697784501928,"Late",FALSE,"None","MCy"
"MALT1",9.13316778575228,-0.374832076369461,0.162208075460636,0.0675164256877562,"Late",FALSE,"None","MCy"
"TYROBP",11.6115841749856,-0.416499173766827,0.18008875288159,0.0778825385838565,"Late",FALSE,"None","MCy"
"ICAM2",9.02941045425549,-0.345352535532882,0.170016941982048,0.0719811988131788,"Late",FALSE,"None","MCy"
"IL21R",7.70988181627466,0.362094918512877,0.162208075460636,0.0677962681248977,"Late",FALSE,"None","MCy"
"IL15",7.84255517618344,-0.304829064754861,0.155573788084408,0.0644408463428689,"Late",FALSE,"None","MCy"
"PTGS1",7.25992929892032,0.285056472321213,0.0836612103124021,0.0296685484530486,"Late",FALSE,"None","MCy"
"SMAD2",9.22925303149629,-0.184779241108137,0.171226951713548,0.07293823397668,"Late",FALSE,"None","MCy"
"CCR7",7.40988690788011,-0.450373610762715,0.163785509892947,0.0689175392276818,"Late",FALSE,"None","MCy"
"G6PD",7.44452356065799,-0.326939429165804,0.155019017626397,0.063819517646192,"Late",FALSE,"None","MCy"
"LTK",7.09572905075892,-0.0972705217934395,0.0676949605918101,0.0226822075749182,"Late",FALSE,"None","MCy"
"ERCC3",8.30474365978373,-0.276016791689168,0.187708918663236,0.0826406797751129,"Late",FALSE,"None","MCy"
"NFATC2",7.58827735791915,-0.333276283189856,0.17148801925871,0.0734948653965899,"Late",FALSE,"None","MCy"
"LCP2",10.6187758974693,0.280405542121605,0.18770328712518,0.082394429932871,"Late",FALSE,"None","MCy"
"RPS6KA5",8.40455739151534,-0.283165013111695,0.189929654293828,0.0841599359134034,"Late",FALSE,"None","MCy"
"CASP2",8.36430395870473,-0.336400521398769,0.189929654293828,0.084358365933103,"Late",FALSE,"None","MCy"
"ABCF1",8.66080114459455,0.20516264340422,0.193384840123006,0.0861441560547934,"Late",FALSE,"None","MCy"
"ITLN1",7.23909337261709,-0.244842121828314,0.131591390168152,0.0526365560672609,"Late",FALSE,"None","MCy"
"FYN",9.65970797540781,0.257671378857182,0.199800140142788,0.0897803227135126,"Late",FALSE,"None","MCy"
"FCGR2B",11.617270194458,0.405684308035669,0.211919447497512,0.0971526817748333,"Late",FALSE,"None","MCy"
"MAP4K4",9.39432427797382,0.304534681220622,0.20645086867387,0.0938413039426683,"Late",FALSE,"None","MCy"
"ELK1",7.33965655470278,-0.373841454792497,0.173207608440125,0.0746817220806771,"Late",FALSE,"None","MCy"
"CLEC4A",9.34694397735466,0.533247929398312,0.211406670255578,0.0966430492596926,"Late",FALSE,"None","MCy"
"KIR3DL3",7.338646041709,-0.294328911899142,0.151541862549653,0.0621912059294679,"Late",FALSE,"None","MCy"
"CD46",10.2872231190746,0.214076042040702,0.214356347692265,0.0985482429650155,"Late",FALSE,"None","MCy"
"TNFSF4",7.38414437762487,-0.398068686194266,0.18770328712518,0.0823400593845253,"Late",FALSE,"None","MCy"
"XCL1",7.61909446402827,-0.295197600743877,0.202763890730675,0.0913754156929145,"Late",FALSE,"None","MCy"
"MIF",8.42587635594436,0.284436181749912,0.224661203337763,0.105036406755318,"Late",FALSE,"None","MCy"
"TLR8",9.69579956187118,-0.387376621466961,0.222911081672243,0.10363917823203,"Late",FALSE,"None","MCy"
"C8A",7.24383520956754,-0.274440236320117,0.162208075460636,0.0678324679199022,"Late",FALSE,"None","MCy"
"PRG2",7.15350953135021,0.251284740033423,0.0839914941618022,0.0301060420631914,"Late",FALSE,"None","MCy"
"CD244",7.31311222746641,-0.321566736248277,0.193868558600061,0.0866114079979493,"Late",FALSE,"None","MCy"
"TAP2",7.75398938954191,0.198406379192399,0.151306710626135,0.0618981998016007,"Late",FALSE,"None","MCy"
"DDX50",9.33400069669731,-0.303112554795876,0.225336626847392,0.105644834145336,"Late",FALSE,"None","MCy"
"TGFB2",7.27655739582139,-0.399749175464108,0.187102126040911,0.0816445640905795,"Late",FALSE,"None","MCy"
"IFNA2",7.18604330600739,-0.181681616022674,0.123576355932286,0.0487885872771623,"Late",FALSE,"None","MCy"
"STAT6",9.52681104699148,0.231838562343571,0.230467287612159,0.108648864160018,"Late",FALSE,"None","MCy"
"IKBKB",7.59949253758452,-0.282395944424231,0.228160935264893,0.107265270864794,"Late",FALSE,"None","MCy"
"CD8A",7.75453447550495,-0.297355930162219,0.235539403628105,0.111345899896922,"Late",FALSE,"None","MCy"
"MAPK14",9.12146112417857,0.324508979987572,0.24564582416947,0.117399562719954,"Late",FALSE,"None","MCy"
"IL12RB1",7.30614654487366,-0.223090071654044,0.17263703564703,0.0742115049339832,"Late",FALSE,"None","MCy"
"IL5RA",7.16507494867726,-0.148912908363227,0.105098388567134,0.0397190013935532,"Late",FALSE,"None","MCy"
"CCRL2",9.30869818531854,0.425665234877371,0.254392614183251,0.123231746870588,"Late",FALSE,"None","MCy"
"IL1R2",9.00441993312296,0.663401342302027,0.257483528381359,0.125575419785641,"Late",FALSE,"None","MCy"
"CLEC7A",8.96945637872186,0.333091900255237,0.265323304680517,0.130938773738437,"Late",FALSE,"None","MCy"
"CXCR1",9.03737235065138,-0.454150807861456,0.265323304680517,0.130708041990385,"Late",FALSE,"None","MCy"
"STAT4",7.7410813582225,-0.312976793144716,0.260466900877097,0.127527300819046,"Late",FALSE,"None","MCy"
"TARP",9.11300325180359,-0.338990491833831,0.264472668399911,0.129832037214502,"Late",FALSE,"None","MCy"
"ICAM3",7.23163692100267,-0.171048634859526,0.16424668284241,0.0693248986023161,"Late",FALSE,"None","MCy"
"MAP3K5",9.35999045466833,-0.185666481801663,0.284371811400154,0.142185905700077,"Late",FALSE,"None","MCy"
"CLEC5A",7.14415106035941,0.229446051293144,0.0966094000279615,0.0361344249455232,"Late",FALSE,"None","MCy"
"NFIL3",9.3024273561179,0.368962683650857,0.296059776097573,0.148798874480209,"Late",FALSE,"None","MCy"
"NLRP3",7.48040214751852,-0.204174652785976,0.203718309238552,0.092258672156088,"Late",FALSE,"None","MCy"
"BCL10",8.07902828513394,-0.228852024633353,0.299720397911402,0.151027940765745,"Late",FALSE,"None","MCy"
"LILRA5",8.89228284059663,0.421126820381577,0.305618585174037,0.154793828854382,"Late",FALSE,"None","MCy"
"ITGB2",9.15094544937049,0.194300827388247,0.300135032740318,0.151626659397381,"Late",FALSE,"None","MCy"
"TFRC",7.14052760838958,0.179940678321683,0.105422192548559,0.0402521098821771,"Late",FALSE,"None","MCy"
"HDAC3",8.08927901862019,0.216072742661735,0.310605902443756,0.161163337333068,"Late",FALSE,"None","MCy"
"CTSG",7.12057325091163,0.245988402562834,0.0924712381123313,0.034276853371919,"Late",FALSE,"None","MCy"
"FCGR2A",11.447846463928,0.428627569867364,0.321155008932197,0.168502108582607,"Late",FALSE,"None","MCy"
"TRAF4",7.33874619861579,-0.310503893600126,0.252032955396913,0.121434060327603,"Late",FALSE,"None","MCy"
"BCL6",8.95919006142721,0.348431265321196,0.319311674131097,0.166290884839701,"Late",FALSE,"None","MCy"
"ADA",8.57788576607521,0.266805333388524,0.324123902743847,0.171266622896228,"Late",FALSE,"None","MCy"
"IL1B",8.74539726391995,-0.329682244748177,0.324123902743847,0.171709458852579,"Late",FALSE,"None","MCy"
"NUP107",7.83480104705975,-0.258930004213676,0.323057346458805,0.169919773137423,"Late",FALSE,"None","MCy"
"DPP4",7.66226619496814,-0.279846178944913,0.31045552043696,0.159536512416234,"Late",FALSE,"None","MCy"
"PPBP",14.7180154769036,0.37671673206918,0.37537737195407,0.251064086436813,"Late",FALSE,"None","MCy"
"TLR4",10.8613559256438,0.342971497971746,0.324123902743847,0.171743574440895,"Late",FALSE,"None","MCy"
"FCGRT",7.47698799848781,-0.231578186286741,0.281435159057321,0.140160235145357,"Late",FALSE,"None","MCy"
"LTB4R2",7.25828141161526,-0.286487894373808,0.243801261357827,0.116201380413406,"Late",FALSE,"None","MCy"
"MEF2A",8.77513312075681,0.192953419090687,0.335242556861107,0.181773612428837,"Late",FALSE,"None","MCy"
"SRC",7.71171383188627,-0.257661295019229,0.31045552043696,0.159961061250818,"Late",FALSE,"None","MCy"
"IL33",7.22620118328148,-0.227458790476462,0.203718309238552,0.0923346622392918,"Late",FALSE,"None","MCy"
"CSF1",7.56026297203626,0.206240575366206,0.171226951713548,0.0727939249952857,"Late",FALSE,"None","MCy"
"HFE",7.5203653446293,-0.31374045823963,0.277300510838863,0.137569863818761,"Late",FALSE,"None","MCy"
"LAG3",7.40667588084752,0.256570724044085,0.275246213539808,0.136193256309957,"Late",FALSE,"None","MCy"
"CYSLTR2",7.19865569529559,-0.31225168518199,0.257483528381359,0.125732216456352,"Late",FALSE,"None","MCy"
"DDIT3",7.96005746641991,0.230955473718796,0.31045552043696,0.160066028069446,"Late",FALSE,"None","MCy"
"PLA2G4A",7.33364551334322,-0.222782049434461,0.247995008044096,0.118844360997755,"Late",FALSE,"None","MCy"
"MAP4K1",8.41037185487916,0.210756895812084,0.335242556861107,0.206822581896239,"Late",FALSE,"None","MCy"
"TRAF5",8.35060613142917,-0.214672372976063,0.335242556861107,0.206849034746618,"Late",FALSE,"None","MCy"
"ITGA5",9.54298656479345,-0.275583682388138,0.335242556861107,0.200445736079289,"Late",FALSE,"None","MCy"
"IFNAR1",8.59333631268122,-0.183598015537445,0.33543424991406,0.213893787932213,"Late",FALSE,"None","MCy"
"TLR6",10.0480555941596,-0.359696890072717,0.335242556861107,0.205245991523131,"Late",FALSE,"None","MCy"
"IKZF2",7.56809323268606,-0.284922370986441,0.335242556861107,0.199048120915067,"Late",FALSE,"None","MCy"
"IL12RB2",7.24841578088159,0.208604524915452,0.211406670255578,0.0964980056868791,"Late",FALSE,"None","MCy"
"GZMK",8.44391416535114,0.370411182160771,0.341799082649268,0.219859021735291,"Late",FALSE,"None","MCy"
"CD14",8.1184433015764,0.27877731234172,0.341799082649268,0.220615771528164,"Late",FALSE,"None","MCy"
"IKZF1",9.80965528994762,0.153864093823735,0.338804988718522,0.21648318759677,"Late",FALSE,"None","MCy"
"LILRB1",9.00021796911641,-0.375613955382502,0.351515384556685,0.228713256705064,"Late",FALSE,"None","MCy"
"SELPLG",8.79863273786149,0.212972966132993,0.353109004141732,0.230667310497781,"Late",FALSE,"None","MCy"
"SHC1",8.62000501594905,0.12388944233791,0.360087687301141,0.236747212167941,"Late",FALSE,"None","MCy"
"ITGA6",7.74581055787987,-0.259721659501957,0.360087687301141,0.237564344349324,"Late",FALSE,"None","MCy"
"ARG1",7.13499436364102,-0.110092118929542,0.141684918286638,0.0570419800894257,"Late",FALSE,"None","MCy"
"POU2F2",7.28737532271846,-0.270733873732334,0.306960842989965,0.156270974613073,"Late",FALSE,"None","MCy"
"IRAK4",8.43335007969909,-0.170149221236363,0.382148948512404,0.258570911915536,"Late",FALSE,"None","MCy"
"ATF2",8.91733692338582,-0.122209874442435,0.37555129128555,0.251668138056291,"Late",FALSE,"None","MCy"
"ILF3",8.8830401278445,0.187760896084137,0.378783164870936,0.255309691646774,"Late",FALSE,"None","MCy"
"TNFRSF11A",7.15402263571879,-0.159232593615759,0.219156899900535,0.101324488785183,"Late",FALSE,"None","MCy"
"ATG10",7.19653535330875,-0.17149752879906,0.254392614183251,0.12290278815505,"Late",FALSE,"None","MCy"
"THY1",7.14097315749568,-0.139936294748629,0.236151822155798,0.111942097515411,"Late",FALSE,"None","MCy"
"IL1RAP",10.0934532058028,0.38328663951221,0.383519045493211,0.25999602824345,"Late",FALSE,"None","MCy"
"IL8",9.99607989060105,-0.470272401011449,0.41239428165173,0.283855804253788,"Late",FALSE,"None","MCy"
"TRAF3",8.39113019112155,0.179990379792425,0.413165659071562,0.284923331125973,"Late",FALSE,"None","MCy"
"REPS1",8.55184993319785,-0.164431062955609,0.41643381305173,0.288258730333211,"Late",FALSE,"None","MCy"
"HLA-A",10.8796660521841,0.273615489013673,0.418687927059645,0.290362796168637,"Late",FALSE,"None","MCy"
"DEFB4A",7.20111042265233,0.255880916125998,0.195568354372851,0.0876247821540697,"Late",FALSE,"None","MCy"
"C4BPA",7.15657083139364,-0.126413889150133,0.189072867650383,0.0834867207806885,"Late",FALSE,"None","MCy"
"PECAM1",9.86731098235726,0.163573298516575,0.422127543990767,0.296037498383135,"Late",FALSE,"None","MCy"
"C4B",7.59553300546569,-0.20420064998785,0.378783164870936,0.254756628214961,"Late",FALSE,"None","MCy"
"CD27",7.45872292108147,-0.247313959840465,0.404891054257265,0.276062082448135,"Late",FALSE,"None","MCy"
"RELB",7.31731173408669,0.185859799171011,0.281435159057321,0.140352079322093,"Late",FALSE,"None","MCy"
"USP9Y",9.85357297502484,0.102979268376801,0.433629707883252,0.306356572842193,"Late",FALSE,"None","MCy"
"SLAMF7",8.22997833736482,0.232477683862806,0.443561176712669,0.31625335846137,"Late",FALSE,"None","MCy"
"CASP8",9.94120910045917,-0.117596871987738,0.436104224826368,0.309726332399007,"Late",FALSE,"None","MCy"
"C9",7.32259735194591,-0.235209377810889,0.335242556861107,0.190784236204593,"Late",FALSE,"None","MCy"
"MMP9",9.38230971130396,0.284252227663652,0.436104224826368,0.309803910363667,"Late",FALSE,"None","MCy"
"IGF2R",10.6492021086299,0.228140882735303,0.454070047977317,0.325515151277246,"Late",FALSE,"None","MCy"
"IL22",7.10240502817691,-0.0981993638576828,0.17148801925871,0.073393079548679,"Late",FALSE,"None","MCy"
"MAP3K9",7.19269133642377,-0.15883783815597,0.284974203899084,0.142857198318242,"Late",FALSE,"None","MCy"
